,date,county,state,pop2019,weekOyear,cases,dailyCaseGrowth,deaths,dailyDeathGrowth,fips,COUNTYFP,case%,caseGrowth%,death%,deathGrowth%,caseper100K,deathper100K,ruralUrban,variable,value
293,2020-12-25,Spink,South Dakota,199070,52,689,0.0,24.0,0.0,,,0.003461094087506907,0.0,0.000120560606821721,0.0,346.1094087506907,12.0560606821721,urban,NEVER,0.23199999999999998
295,2020-12-25,Oglala Lakota,South Dakota,199070,52,1893,0.0,34.0,0.0,,,0.009509217863063244,0.0,0.0001707941929974381,0.0,950.9217863063244,17.079419299743808,urban,NEVER,0.15
296,2020-12-25,Corson,South Dakota,199070,52,447,0.0,10.0,0.0,,,0.0022454413020545536,0.0,5.023358617571708e-05,0.0,224.54413020545536,5.023358617571708,urban,NEVER,0.14400000000000002
297,2020-12-25,Jerauld,South Dakota,199070,52,258,0.0,15.0,0.0,,,0.0012960265233335007,0.0,7.535037926357563e-05,0.0,129.60265233335008,7.535037926357562,urban,NEVER,0.233
298,2020-12-25,Miner,South Dakota,199070,52,222,0.0,6.0,0.0,,,0.0011151856131009193,0.0,3.014015170543025e-05,0.0,111.51856131009193,3.014015170543025,urban,NEVER,0.16
299,2020-12-25,Sanborn,South Dakota,199070,52,303,0.0,3.0,0.0,,,0.0015220776611242276,0.0,1.5070075852715125e-05,0.0,152.20776611242275,1.5070075852715126,urban,NEVER,0.252
300,2020-12-25,Sully,South Dakota,199070,52,105,0.0,3.0,0.0,,,0.0005274526548450294,0.0,1.5070075852715125e-05,0.0,52.745265484502944,1.5070075852715126,urban,NEVER,0.084
301,2020-12-25,Hyde,South Dakota,199070,52,131,0.0,0.0,0.0,,,0.0006580599789018938,0.0,0.0,,65.80599789018937,0.0,urban,NEVER,0.142
302,2020-12-25,Moody,South Dakota,199070,52,524,0.0,14.0,0.0,,,0.002632239915607575,0.0,7.032702064600391e-05,0.0,263.2239915607575,7.032702064600391,urban,NEVER,0.078
303,2020-12-25,Stanley,South Dakota,199070,52,264,0.0,2.0,0.0,,,0.001326166675038931,0.0,1.0046717235143417e-05,0.0,132.6166675038931,1.0046717235143416,urban,NEVER,0.08
304,2020-12-25,McPherson,South Dakota,199070,52,178,0.0,1.0,0.0,,,0.0008941578339277641,0.0,5.0233586175717085e-06,0.0,89.4157833927764,0.5023358617571708,urban,NEVER,0.204
305,2020-12-25,Hand,South Dakota,199070,52,311,0.0,2.0,0.0,,,0.0015622645300648014,0.0,1.0046717235143417e-05,0.0,156.22645300648014,1.0046717235143416,urban,NEVER,0.182
306,2020-12-25,Day,South Dakota,199070,52,516,0.0,20.0,0.0,,,0.0025920530466670014,0.0,0.00010046717235143416,0.0,259.20530466670016,10.046717235143417,urban,NEVER,0.256
307,2020-12-25,Ziebach,South Dakota,199070,52,287,0.0,7.0,0.0,,,0.0014417039232430804,0.0,3.516351032300196e-05,0.0,144.17039232430804,3.5163510323001956,urban,NEVER,0.105
308,2020-12-25,Tripp,South Dakota,199070,52,617,0.0,11.0,0.0,,,0.003099412267041744,0.0,5.525694479328879e-05,0.0,309.94122670417437,5.525694479328879,urban,NEVER,0.142
309,2020-12-25,Edmunds,South Dakota,199070,52,341,0.0,4.0,0.0,,,0.0017129652885919525,0.0,2.0093434470286834e-05,0.0,171.29652885919526,2.0093434470286833,urban,NEVER,0.217
310,2020-12-25,Kingsbury,South Dakota,199070,52,527,0.0,13.0,0.0,,,0.00264730999146029,0.0,6.53036620284322e-05,0.0,264.73099914602903,6.53036620284322,urban,NEVER,0.128
311,2020-12-25,Gregory,South Dakota,199070,52,481,0.0,26.0,0.0,,,0.0024162354950519917,0.0,0.0001306073240568644,0.0,241.62354950519918,13.06073240568644,urban,NEVER,0.113
312,2020-12-25,Brule,South Dakota,199070,52,625,0.0,6.0,0.0,,,0.0031395991359823177,0.0,3.014015170543025e-05,0.0,313.95991359823176,3.014015170543025,urban,NEVER,0.163
313,2020-12-25,Hanson,South Dakota,199070,52,306,0.0,3.0,0.0,,,0.0015371477369769428,0.0,1.5070075852715125e-05,0.0,153.71477369769428,1.5070075852715126,urban,NEVER,0.185
314,2020-12-25,Custer,South Dakota,199070,52,666,0.0,9.0,0.0,,,0.003345556839302758,0.0,4.521022755814538e-05,0.0,334.5556839302758,4.5210227558145375,urban,NEVER,0.132
315,2020-12-25,Dewey,South Dakota,199070,52,1240,0.0,12.0,0.0,,,0.006228964685788919,0.0,6.02803034108605e-05,0.0,622.8964685788919,6.02803034108605,urban,NEVER,0.069
316,2020-12-25,Mellette,South Dakota,199070,52,214,0.0,2.0,0.0,,,0.0010749987441603455,0.0,1.0046717235143417e-05,0.0,107.49987441603456,1.0046717235143416,urban,NEVER,0.136
317,2020-12-25,Bennett,South Dakota,199070,52,351,0.0,8.0,0.0,,,0.0017631988747676697,0.0,4.018686894057367e-05,0.0,176.31988747676698,4.018686894057367,urban,NEVER,0.147
318,2020-12-25,Campbell,South Dakota,199070,52,111,0.0,4.0,0.0,,,0.0005575928065504596,0.0,2.0093434470286834e-05,0.0,55.75928065504596,2.0093434470286833,urban,NEVER,0.155
319,2020-12-25,Haakon,South Dakota,199070,52,225,0.0,7.0,0.0,,,0.0011302556889536343,0.0,3.516351032300196e-05,0.0,113.02556889536343,3.5163510323001956,urban,NEVER,0.11699999999999999
320,2020-12-25,Butte,South Dakota,199070,52,848,0.0,17.0,0.0,,,0.004259808107700809,0.0,8.539709649871905e-05,0.0,425.9808107700809,8.539709649871904,urban,NEVER,0.12
321,2020-12-25,Perkins,South Dakota,199070,52,274,0.0,11.0,0.0,,,0.001376400261214648,0.0,5.525694479328879e-05,0.0,137.6400261214648,5.525694479328879,urban,NEVER,0.132
322,2020-12-25,Potter,South Dakota,199070,52,298,0.0,2.0,0.0,,,0.0014969608680363692,0.0,1.0046717235143417e-05,0.0,149.69608680363692,1.0046717235143416,urban,NEVER,0.131
323,2020-12-25,Harding,South Dakota,199070,52,88,0.0,1.0,0.0,,,0.00044205555834631033,0.0,5.0233586175717085e-06,0.0,44.205555834631035,0.5023358617571708,urban,NEVER,0.105
326,2020-12-25,Ward,North Dakota,199070,52,8329,14.0,169.0,0.0,,,0.04183955392575476,0.0016808740545083444,0.0008489476063696188,0.0,4183.955392575476,84.89476063696188,urban,NEVER,0.195
328,2020-12-25,Burleigh,North Dakota,199070,52,13514,42.0,169.0,1.0,,,0.06788566835786407,0.003107888116027823,0.0008489476063696188,0.005917159763313609,6788.566835786407,84.89476063696188,urban,NEVER,0.172
330,2020-12-25,Morton,North Dakota,199070,52,4581,11.0,86.0,0.0,,,0.023012005827095998,0.0024012224405151714,0.00043200884111116694,0.0,2301.2005827096,43.20088411111669,urban,NEVER,0.172
334,2020-12-25,Walsh,North Dakota,199070,52,1591,7.0,21.0,0.0,,,0.007992163560556587,0.0043997485857950975,0.00010549053096900587,0.0,799.2163560556587,10.549053096900588,urban,NEVER,0.087
335,2020-12-25,Foster,North Dakota,199070,52,544,0.0,19.0,0.0,,,0.0027327070879590095,0.0,9.544381373386247e-05,0.0,273.27070879590093,9.544381373386246,urban,NEVER,0.265
336,2020-12-25,Stark,North Dakota,199070,52,4003,20.0,46.0,0.0,,,0.02010850454613955,0.004996252810392206,0.00023107449640829859,0.0,2010.850454613955,23.10744964082986,urban,NEVER,0.207
338,2020-12-25,McIntosh,North Dakota,199070,52,308,0.0,7.0,0.0,,,0.0015471944542120861,0.0,3.516351032300196e-05,0.0,154.7194454212086,3.5163510323001956,urban,NEVER,0.16899999999999998
339,2020-12-25,McHenry,North Dakota,199070,52,529,2.0,19.0,0.0,,,0.002657356708695434,0.003780718336483932,9.544381373386247e-05,0.0,265.7356708695434,9.544381373386246,urban,NEVER,0.20600000000000002
341,2020-12-25,Mountrail,North Dakota,199070,52,1175,5.0,15.0,0.0,,,0.005902446375646757,0.00425531914893617,7.535037926357563e-05,0.0,590.2446375646757,7.535037926357562,urban,NEVER,0.192
342,2020-12-25,Divide,North Dakota,199070,52,137,1.0,2.0,0.0,,,0.000688200130607324,0.0072992700729927005,1.0046717235143417e-05,0.0,68.8200130607324,1.0046717235143416,urban,NEVER,0.18600000000000003
343,2020-12-25,Barnes,North Dakota,199070,52,1220,2.0,26.0,0.0,,,0.0061284975134374845,0.001639344262295082,0.0001306073240568644,0.0,612.8497513437485,13.06073240568644,urban,NEVER,0.111
344,2020-12-25,McLean,North Dakota,199070,52,1120,2.0,25.0,0.0,,,0.005626161651680313,0.0017857142857142857,0.0001255839654392927,0.0,562.6161651680313,12.558396543929272,urban,NEVER,0.18899999999999997
345,2020-12-25,Oliver,North Dakota,199070,52,147,0.0,2.0,0.0,,,0.0007384337167830412,0.0,1.0046717235143417e-05,0.0,73.84337167830411,1.0046717235143416,urban,NEVER,0.18100000000000002
346,2020-12-25,Grand Forks,North Dakota,199070,52,9161,15.0,65.0,1.0,,,0.04601898829557442,0.0016373758323327148,0.00032651831014216106,0.015384615384615385,4601.898829557443,32.65183101421611,urban,NEVER,0.09699999999999999
347,2020-12-25,Williams,North Dakota,199070,52,3902,13.0,29.0,2.0,,,0.019601145325764808,0.0033316248077908763,0.00014567739990957955,0.06896551724137931,1960.1145325764808,14.567739990957955,urban,NEVER,0.18600000000000003
348,2020-12-25,McKenzie,North Dakota,199070,52,1018,1.0,10.0,0.0,,,0.0051137790726879994,0.0009823182711198428,5.023358617571708e-05,0.0,511.37790726879996,5.023358617571708,urban,NEVER,0.19
349,2020-12-25,Burke,North Dakota,199070,52,196,1.0,1.0,0.0,,,0.0009845782890440548,0.00510204081632653,5.0233586175717085e-06,0.0,98.45782890440547,0.5023358617571708,urban,NEVER,0.191
351,2020-12-25,Slope,North Dakota,199070,52,26,0.0,0.0,0.0,,,0.0001306073240568644,0.0,0.0,,13.06073240568644,0.0,urban,NEVER,0.217
352,2020-12-25,Eddy,North Dakota,199070,52,395,0.0,6.0,0.0,,,0.0019842266539408246,0.0,3.014015170543025e-05,0.0,198.42266539408246,3.014015170543025,urban,NEVER,0.26899999999999996
353,2020-12-25,Emmons,North Dakota,199070,52,367,0.0,10.0,0.0,,,0.001843572612648817,0.0,5.023358617571708e-05,0.0,184.3572612648817,5.023358617571708,urban,NEVER,0.16
354,2020-12-25,Bowman,North Dakota,199070,52,299,0.0,4.0,0.0,,,0.0015019842266539409,0.0,2.0093434470286834e-05,0.0,150.19842266539408,2.0093434470286833,urban,NEVER,0.188
355,2020-12-25,Stutsman,North Dakota,199070,52,3056,11.0,70.0,0.0,,,0.015351383935299142,0.003599476439790576,0.0003516351032300196,0.0,1535.138393529914,35.16351032300196,urban,NEVER,0.20199999999999999
356,2020-12-25,Sargent,North Dakota,199070,52,402,2.0,5.0,0.0,,,0.0020193901642638267,0.004975124378109453,2.511679308785854e-05,0.0,201.93901642638266,2.511679308785854,urban,NEVER,0.081
357,2020-12-25,Rolette,North Dakota,199070,52,1836,9.0,20.0,0.0,,,0.009222886421861656,0.004901960784313725,0.00010046717235143416,0.0,922.2886421861656,10.046717235143417,urban,NEVER,0.248
358,2020-12-25,Nelson,North Dakota,199070,52,403,0.0,10.0,0.0,,,0.0020244135228813984,0.0,5.023358617571708e-05,0.0,202.44135228813985,5.023358617571708,urban,NEVER,0.133
359,2020-12-25,Wells,North Dakota,199070,52,396,1.0,6.0,0.0,,,0.0019892500125583967,0.0025252525252525255,3.014015170543025e-05,0.0,198.92500125583967,3.014015170543025,urban,NEVER,0.254
360,2020-12-25,Pembina,North Dakota,199070,52,698,0.0,9.0,0.0,,,0.0035063043150650526,0.0,4.521022755814538e-05,0.0,350.63043150650526,4.5210227558145375,urban,NEVER,0.08
361,2020-12-25,Ransom,North Dakota,199070,52,532,2.0,11.0,0.0,,,0.002672426784548149,0.0037593984962406013,5.525694479328879e-05,0.0,267.2426784548149,5.525694479328879,urban,NEVER,0.073
362,2020-12-25,Mercer,North Dakota,199070,52,997,2.0,9.0,0.0,,,0.005008288541718993,0.0020060180541624875,4.521022755814538e-05,0.0,500.8288541718993,4.5210227558145375,urban,NEVER,0.18899999999999997
363,2020-12-25,Traill,North Dakota,199070,52,897,1.0,17.0,0.0,,,0.004505952679961823,0.0011148272017837235,8.539709649871905e-05,0.0,450.59526799618226,8.539709649871904,urban,NEVER,0.14400000000000002
364,2020-12-25,Benson,North Dakota,199070,52,968,1.0,16.0,0.0,,,0.004862611141809413,0.0010330578512396695,8.037373788114734e-05,0.0,486.2611141809413,8.037373788114733,urban,NEVER,0.289
365,2020-12-25,Bottineau,North Dakota,199070,52,604,1.0,19.0,0.0,,,0.003034108605013312,0.0016556291390728477,9.544381373386247e-05,0.0,303.4108605013312,9.544381373386246,urban,NEVER,0.20600000000000002
366,2020-12-25,Griggs,North Dakota,199070,52,295,1.0,2.0,0.0,,,0.001481890792183654,0.003389830508474576,1.0046717235143417e-05,0.0,148.1890792183654,1.0046717235143416,urban,NEVER,0.162
367,2020-12-25,Dickey,North Dakota,199070,52,659,1.0,32.0,0.0,,,0.0033103933289797558,0.0015174506828528073,0.00016074747576229467,0.0,331.03933289797556,16.074747576229466,urban,NEVER,0.151
368,2020-12-25,Sheridan,North Dakota,199070,52,96,0.0,2.0,0.0,,,0.000482242427286884,0.0,1.0046717235143417e-05,0.0,48.2242427286884,1.0046717235143416,urban,NEVER,0.203
369,2020-12-25,LaMoure,North Dakota,199070,52,458,1.0,16.0,0.0,,,0.0023006982468478424,0.002183406113537118,8.037373788114734e-05,0.0,230.06982468478424,8.037373788114733,urban,NEVER,0.115
370,2020-12-25,Kidder,North Dakota,199070,52,246,1.0,8.0,0.0,,,0.0012357462199226402,0.0040650406504065045,4.018686894057367e-05,0.0,123.57462199226403,4.018686894057367,urban,NEVER,0.193
371,2020-12-25,Cavalier,North Dakota,199070,52,406,0.0,4.0,0.0,,,0.0020394835987341134,0.0,2.0093434470286834e-05,0.0,203.94835987341133,2.0093434470286833,urban,NEVER,0.146
372,2020-12-25,Billings,North Dakota,199070,52,48,0.0,0.0,0.0,,,0.000241121213643442,0.0,0.0,,24.1121213643442,0.0,urban,NEVER,0.2
373,2020-12-25,Hettinger,North Dakota,199070,52,268,1.0,3.0,0.0,,,0.0013462601095092178,0.0037313432835820895,1.5070075852715125e-05,0.0,134.6260109509218,1.5070075852715126,urban,NEVER,0.218
374,2020-12-25,Towner,North Dakota,199070,52,263,0.0,10.0,0.0,,,0.0013211433164213593,0.0,5.023358617571708e-05,0.0,132.11433164213594,5.023358617571708,urban,NEVER,0.263
375,2020-12-25,Logan,North Dakota,199070,52,208,0.0,7.0,0.0,,,0.0010448585924549153,0.0,3.516351032300196e-05,0.0,104.48585924549153,3.5163510323001956,urban,NEVER,0.172
376,2020-12-25,Golden Valley,North Dakota,199070,52,194,0.0,0.0,0.0,,,0.0009745315718089115,0.0,0.0,,97.45315718089115,0.0,urban,NEVER,0.187
378,2020-12-25,Dane,Wisconsin,546695,52,33540,157.0,182.0,2.0,,,0.06135047878616047,0.00468097793679189,0.00033290957480862273,0.01098901098901099,6135.0478786160475,33.290957480862275,urban,RARELY,0.02
379,2020-12-25,Pierce,Wisconsin,42754,52,3488,21.0,33.0,1.0,,,0.08158300977686299,0.006020642201834863,0.0007718576039668803,0.030303030303030304,8158.300977686299,77.18576039668804,rural,RARELY,0.094
380,2020-12-25,Fond du Lac,Wisconsin,103403,52,10901,50.0,72.0,0.0,,,0.1054224732357862,0.004586735161911751,0.0006963047493786448,0.0,10542.24732357862,69.63047493786448,urban,RARELY,0.155
381,2020-12-25,Waukesha,Wisconsin,404198,52,35944,42.0,351.0,0.0,,,0.08892671413515159,0.0011684843089249945,0.0008683862859291733,0.0,8892.67141351516,86.83862859291733,urban,RARELY,0.165
382,2020-12-25,Sheboygan,Wisconsin,115340,52,11558,50.0,93.0,0.0,,,0.100208080457777,0.004326007959854646,0.0008063117738859025,0.0,10020.8080457777,80.63117738859025,urban,RARELY,0.114
383,2020-12-25,Racine,Wisconsin,196311,52,18830,1.0,256.0,0.0,,,0.09591923020105853,5.310674455655868e-05,0.0013040532624254372,0.0,9591.923020105853,130.4053262425437,urban,RARELY,0.067
384,2020-12-25,Milwaukee,Wisconsin,945726,52,89354,329.0,971.0,0.0,,,0.09448191125125036,0.0036819840186225576,0.001026724442386061,0.0,9448.191125125035,102.6724442386061,urban,RARELY,0.067
385,2020-12-25,Winnebago,Wisconsin,171907,52,16667,12.0,164.0,0.0,,,0.09695358536883315,0.0007199856002879943,0.0009540041999453192,0.0,9695.358536883316,95.40041999453193,urban,RARELY,0.19399999999999998
386,2020-12-25,Washington,Wisconsin,136034,52,12672,1.0,98.0,0.0,,,0.09315318229266213,7.891414141414142e-05,0.0007204081332608024,0.0,9315.318229266213,72.04081332608024,urban,RARELY,0.142
387,2020-12-25,Polk,Wisconsin,43783,52,2971,23.0,23.0,0.0,,,0.06785738757051823,0.007741501178054527,0.0005253180458168696,0.0,6785.738757051823,52.53180458168696,rural,RARELY,0.113
388,2020-12-25,Wood,Wisconsin,72999,52,5800,14.0,49.0,0.0,,,0.07945314319374237,0.002413793103448276,0.0006712420718092029,0.0,7945.314319374237,67.12420718092028,urban,RARELY,0.177
389,2020-12-25,Outagamie,Wisconsin,187885,52,17089,55.0,157.0,0.0,,,0.0909545732762062,0.0032184446134940607,0.000835617532000958,0.0,9095.45732762062,83.56175320009581,urban,RARELY,0.124
390,2020-12-25,Kenosha,Wisconsin,169561,52,13404,56.0,220.0,1.0,,,0.0790511969143848,0.0041778573560131305,0.0012974681677980196,0.004545454545454545,7905.119691438479,129.74681677980195,urban,RARELY,0.083
391,2020-12-25,La Crosse,Wisconsin,118016,52,10260,40.0,54.0,0.0,,,0.08693736442516269,0.003898635477582846,0.0004575650759219089,0.0,8693.736442516269,45.75650759219089,urban,RARELY,0.07200000000000001
392,2020-12-25,Brown,Wisconsin,264542,52,27003,6.0,171.0,0.0,,,0.10207452880827997,0.00022219753360737697,0.0006464001935420462,0.0,10207.452880827997,64.64001935420463,urban,RARELY,0.053
393,2020-12-25,Ozaukee,Wisconsin,89221,52,6826,0.0,53.0,0.0,,,0.0765066520213851,0.0,0.0005940305533450645,0.0,7650.66520213851,59.40305533450645,urban,RARELY,0.113
394,2020-12-25,Sauk,Wisconsin,64442,52,4567,39.0,31.0,0.0,,,0.07086992954905186,0.008539522662579374,0.00048105272958629463,0.0,7086.992954905186,48.10527295862946,urban,RARELY,0.163
395,2020-12-25,Eau Claire,Wisconsin,104646,52,9209,26.0,84.0,1.0,,,0.0880014525161019,0.002823325008144207,0.0008027062668424976,0.011904761904761904,8800.14525161019,80.27062668424976,urban,RARELY,0.076
396,2020-12-25,Walworth,Wisconsin,103868,52,9142,0.0,92.0,0.0,,,0.0880155582084954,0.0,0.0008857395925597874,0.0,8801.55582084954,88.57395925597875,urban,RARELY,0.146
397,2020-12-25,Calumet,Wisconsin,50089,52,4909,12.0,35.0,0.0,,,0.098005550120785,0.002444489712772459,0.0006987562139391882,0.0,9800.555012078501,69.87562139391882,urban,RARELY,0.1
398,2020-12-25,Columbia,Wisconsin,57532,52,4390,37.0,33.0,1.0,,,0.07630536049502885,0.008428246013667425,0.0005735938260446361,0.030303030303030304,7630.536049502885,57.359382604463605,urban,RARELY,0.073
399,2020-12-25,Bayfield,Wisconsin,15036,52,928,5.0,18.0,0.0,,,0.06171854216546954,0.005387931034482759,0.0011971268954509178,0.0,6171.854216546954,119.71268954509178,rural,RARELY,0.039
400,2020-12-25,Jefferson,Wisconsin,84769,52,7021,49.0,60.0,0.0,,,0.08282508936049734,0.006979062811565304,0.0007078059196168411,0.0,8282.508936049735,70.78059196168411,urban,RARELY,0.09300000000000001
401,2020-12-25,Marathon,Wisconsin,135692,52,12696,64.0,173.0,0.0,,,0.0935648380155057,0.005040957781978576,0.0012749462016920672,0.0,9356.48380155057,127.49462016920673,urban,RARELY,0.136
402,2020-12-25,Rock,Wisconsin,163354,52,12492,71.0,119.0,0.0,,,0.07647195660957185,0.0056836375280179315,0.0007284792536454572,0.0,7647.195660957184,72.84792536454572,urban,RARELY,0.139
403,2020-12-25,St. Croix,Wisconsin,199070,52,6294,1.0,28.0,0.0,,,0.03161701913899633,0.00015888147442008263,0.00014065404129200783,0.0,3161.701913899633,14.065404129200783,urban,RARELY,0.102
404,2020-12-25,Green,Wisconsin,36960,52,2296,28.0,10.0,0.0,,,0.06212121212121212,0.012195121951219513,0.00027056277056277056,0.0,6212.121212121212,27.056277056277057,rural,RARELY,0.084
405,2020-12-25,Dunn,Wisconsin,45368,52,3637,0.0,22.0,0.0,,,0.08016663727737612,0.0,0.000484923293951684,0.0,8016.663727737612,48.492329395168404,rural,RARELY,0.076
406,2020-12-25,Chippewa,Wisconsin,64658,52,5827,1.0,67.0,0.0,,,0.09012032540443565,0.00017161489617298782,0.0010362213492529928,0.0,9012.032540443566,103.62213492529928,urban,RARELY,0.098
407,2020-12-25,Douglas,Wisconsin,43150,52,3371,31.0,29.0,0.0,,,0.07812282734646582,0.009196084247997626,0.0006720741599073001,0.0,7812.282734646582,67.20741599073001,rural,RARELY,0.042
408,2020-12-25,Dodge,Wisconsin,87839,52,10831,71.0,127.0,0.0,,,0.1233051378089459,0.006555258055581202,0.001445827024442446,0.0,12330.513780894591,144.5827024442446,urban,RARELY,0.138
409,2020-12-25,Jackson,Wisconsin,20643,52,2346,9.0,16.0,1.0,,,0.11364627234413603,0.0038363171355498722,0.0007750811413069806,0.0625,11364.627234413603,77.50811413069806,rural,RARELY,0.1
410,2020-12-25,Juneau,Wisconsin,26687,52,2395,8.0,10.0,0.0,,,0.08974407014651328,0.003340292275574113,0.0003747142803612246,0.0,8974.407014651328,37.47142803612246,rural,RARELY,0.124
411,2020-12-25,Iowa,Wisconsin,23678,52,1701,5.0,6.0,0.0,,,0.07183883773967396,0.0029394473838918285,0.000253399780386857,0.0,7183.883773967396,25.3399780386857,rural,RARELY,0.077
412,2020-12-25,Grant,Wisconsin,51439,52,4446,10.0,82.0,0.0,,,0.08643247341511305,0.002249212775528565,0.0015941211920916037,0.0,8643.247341511305,159.41211920916038,urban,RARELY,0.102
413,2020-12-25,Monroe,Wisconsin,46253,52,3412,28.0,23.0,0.0,,,0.07376818800942642,0.008206330597889801,0.0004972650422675286,0.0,7376.818800942641,49.72650422675286,rural,RARELY,0.03
414,2020-12-25,Lincoln,Wisconsin,27593,52,2517,12.0,55.0,0.0,,,0.09121878737360925,0.004767580452920143,0.0019932591599318666,0.0,9121.878737360925,199.32591599318667,rural,RARELY,0.105
415,2020-12-25,Clark,Wisconsin,34774,52,3010,26.0,52.0,0.0,,,0.08655892333352505,0.008637873754152824,0.0014953701041007649,0.0,8655.892333352505,149.53701041007648,rural,RARELY,0.149
416,2020-12-25,Portage,Wisconsin,70772,52,5764,26.0,50.0,0.0,,,0.08144463912281694,0.004510756419153366,0.0007064940937093766,0.0,8144.463912281693,70.64940937093766,urban,RARELY,0.159
417,2020-12-25,Vilas,Wisconsin,22195,52,1616,13.0,23.0,0.0,,,0.07280919125929264,0.008044554455445545,0.0010362694300518134,0.0,7280.919125929264,103.62694300518135,rural,RARELY,0.047
418,2020-12-25,Marinette,Wisconsin,40350,52,3793,9.0,42.0,0.0,,,0.09400247831474597,0.002372791985235961,0.0010408921933085502,0.0,9400.247831474597,104.08921933085502,rural,RARELY,0.10400000000000001
419,2020-12-25,Iron,Wisconsin,5687,52,518,0.0,25.0,0.0,,,0.09108493054334448,0.0,0.004395990856339019,0.0,9108.493054334447,439.59908563390184,rural,RARELY,0.052000000000000005
420,2020-12-25,Richland,Wisconsin,17252,52,1087,11.0,13.0,0.0,,,0.06300718757245537,0.010119595216191352,0.0007535358219336888,0.0,6300.718757245537,75.35358219336888,rural,RARELY,0.07400000000000001
421,2020-12-25,Waupaca,Wisconsin,50990,52,4647,9.0,133.0,0.0,,,0.09113551676799372,0.001936733376371853,0.00260835457932928,0.0,9113.551676799372,260.835457932928,urban,RARELY,0.069
422,2020-12-25,Oneida,Wisconsin,35595,52,2828,17.0,50.0,0.0,,,0.07944936086529007,0.006011315417256012,0.0014046916701783959,0.0,7944.936086529007,140.4691670178396,rural,RARELY,0.05
423,2020-12-25,Taylor,Wisconsin,20343,52,1743,3.0,19.0,0.0,,,0.08568057808582805,0.0017211703958691911,0.0009339822051811434,0.0,8568.057808582804,93.39822051811434,rural,RARELY,0.165
424,2020-12-25,Marquette,Wisconsin,15574,52,1284,0.0,21.0,0.0,,,0.0824451008090407,0.0,0.0013484011814562733,0.0,8244.51008090407,134.84011814562734,rural,RARELY,0.191
425,2020-12-25,Door,Wisconsin,27668,52,2102,0.0,14.0,0.0,,,0.07597224230157583,0.0,0.000505999710857308,0.0,7597.2242301575825,50.59997108573081,rural,RARELY,0.03
426,2020-12-25,Crawford,Wisconsin,16131,52,1576,3.0,12.0,0.0,,,0.097700080590168,0.0019035532994923859,0.0007439092430723452,0.0,9770.0080590168,74.39092430723451,rural,RARELY,0.033
427,2020-12-25,Oconto,Wisconsin,37930,52,3992,14.0,41.0,0.0,,,0.10524650672291062,0.0035070140280561123,0.0010809385710519378,0.0,10524.650672291062,108.09385710519378,rural,RARELY,0.08199999999999999
428,2020-12-25,Buffalo,Wisconsin,13031,52,976,1.0,6.0,0.0,,,0.07489831939221855,0.0010245901639344263,0.00046044048806691734,0.0,7489.8319392218555,46.044048806691734,rural,RARELY,0.106
429,2020-12-25,Ashland,Wisconsin,15562,52,1011,5.0,14.0,0.0,,,0.06496594268088934,0.004945598417408506,0.0008996272972625626,0.0,6496.594268088935,89.96272972625626,rural,RARELY,0.038
430,2020-12-25,Menominee,Wisconsin,4556,52,703,0.0,10.0,0.0,,,0.15430201931518875,0.0,0.0021949078138718174,0.0,15430.201931518875,219.49078138718176,rural,RARELY,0.10300000000000001
431,2020-12-25,Adams,Wisconsin,20220,52,1396,4.0,12.0,0.0,,,0.06904055390702275,0.0028653295128939827,0.0005934718100890207,0.0,6904.055390702275,59.347181008902076,rural,RARELY,0.18899999999999997
432,2020-12-25,Trempealeau,Wisconsin,29649,52,2963,2.0,30.0,0.0,,,0.09993591689433033,0.0006749915626054674,0.0010118385105737124,0.0,9993.591689433033,101.18385105737124,rural,RARELY,0.126
433,2020-12-25,Barron,Wisconsin,45244,52,4467,26.0,55.0,0.0,,,0.09873132349040757,0.005820461159614954,0.0012156308018742817,0.0,9873.132349040758,121.56308018742817,rural,RARELY,0.163
434,2020-12-25,Rusk,Wisconsin,14178,52,1117,10.0,11.0,0.0,,,0.07878403159825081,0.008952551477170993,0.0007758499083086472,0.0,7878.403159825081,77.58499083086471,rural,RARELY,0.135
435,2020-12-25,Manitowoc,Wisconsin,78981,52,6751,24.0,55.0,0.0,,,0.0854762537825553,0.0035550288846096876,0.0006963700130411111,0.0,8547.62537825553,69.63700130411111,urban,RARELY,0.08900000000000001
436,2020-12-25,Shawano,Wisconsin,40899,52,4466,20.0,64.0,-1.0,,,0.10919582385877405,0.0044782803403493054,0.0015648304359519793,-0.015625,10919.582385877406,156.48304359519793,rural,RARELY,0.121
437,2020-12-25,Florence,Wisconsin,4295,52,415,1.0,12.0,0.0,,,0.09662398137369034,0.0024096385542168677,0.0027939464493597207,0.0,9662.398137369035,279.39464493597205,rural,RARELY,0.073
438,2020-12-25,Kewaunee,Wisconsin,20434,52,2106,0.0,25.0,0.0,,,0.1030635215816776,0.0,0.0012234511108936087,0.0,10306.35215816776,122.34511108936087,rural,RARELY,0.035
439,2020-12-25,Waushara,Wisconsin,24443,52,2035,6.0,15.0,0.0,,,0.08325491960888598,0.0029484029484029483,0.0006136726261097246,0.0,8325.491960888598,61.36726261097246,rural,RARELY,0.147
